Name,Disc. Date,mmax,Host Name,R.A.,Dec.,Type
SN2017cal,2017/03/07,15.8,NGC 6321,"17:14:24.280,17:14:24.24","+20:18:50.44,+20:18:50.4",Ia
SN2019ikb,2019/06/28,16.6,NGC 6323,"17:13:17.756,17:13:17.76","+43:47:03.14,+43:47:03.48",II
SN2002ej,2002/08/09,17.5,NGC 6324,"17:05:22.62,17:05:22.620","+75:24:24.2,+75:24:24.19",II
SN2008A,2008/01/02,15.68,NGC 634,"01:38:17.38,01:38:17.394,01:38:17.4","+35:22:13.7,+35:22:13.06,+35:22:13.08",Ia-02cx
SN2006Q,2006/01/24,17.2,NGC 634,01:38:18.74,+35:21:54.5,II
SN2013bs,2013/04/18,16,NGC 6343,"17:17:22.03,17:17:22.05",+41:04:00.2,Ia
SN2010je,2010/11/02,16.6,NGC 6350,17:18:36.61,+41:40:56.7,
SNhunt90,2011/11/19,18.2,NGC 6350,"17:18:43.8,17:18:43.77,17:18:43.44","+41:41:10,+41:41:10.0,+41:41:09.24",Candidate
SN2003U,2003/01/27,16.45,NGC 6365,"17:22:45.66,17:22:45.668","+62:09:50.4,+62:09:50.49",Ia
SN2016ino,2016/11/25,18.16,NGC 6365A,"17:22:44.460,17:22:44.4","+62:09:44.40,+62:09:44.28",Ic BL
SNhunt35,2011/01/27,17,NGC 6372,"17:27:30.1,17:27:30.10,17:27:30","+26:28:40,+26:28:40.2,+26:28:40.08",Candidate
SN2001ad,2001/03/11,17,NGC 6373,"17:24:02.45,17:24:02.4,17:24:02.450,17:24:02.40","+58:59:52.2,+58:59:52.08,+58:59:52.19,+58:59:52.0",II
SN2012an,2012/02/21,17.4,NGC 6373,17:24:10.23,+59:00:06.9,IIb
SN2006ap,2006/03/02,17.2,NGC 6378,17:30:41.19,+06:16:33.1,Ia
SNhunt62,2011/06/02,20,NGC 6379,"17:30:36.1,17:30:36.11,17:30:36.24","+16:17:11,+16:17:10.8,+16:17:11.04",Candidate
SN2017drh,2017/05/03,14.48,NGC 6384,"17:32:26.056,17:32:26.16,17:32:26.06","+07:03:47.38,+07:03:47.376,+07:03:47.5,+07:03:47.412",Ia
SN1971L,1971/06/24,12.67,NGC 6384,"17:32:26,17:32:26.100,17:32:26.1,17:32:26.02","+07:04.0,+07:04:02.00,+07:04:02.0,+07:03:57.2",Ia
SN2004eb,2004/08/29,17,NGC 6387,"17:28:24.30,17:28:24.24","+57:32:45.7,+57:32:45.6",II
SN1992ab,1992/06/01,17,NGC 6389,"17:32:45.18,17:32:45.12,17:32:45.190,17:32:45.19","+16:23:45.9,+16:23:45.87,+16:23:45.89",II
SN2000M,2000/02/27,16.5,NGC 6389,"17:32:39.65,17:32:39.67,17:32:39.610,17:32:39.61","+16:23:53.9,+16:23:54.1,+16:23:54.89,+16:23:54.9",II
SN1999da,1999/07/05,0.13,NGC 6411,"17:35:22.96,17:35:22.961","+60:48:49.3,+60:48:49.28",Ia
SN2016grp,2016/09/21,17.5,NGC 642,01:39:06.650,-29:54:37.30,II
SN2012ea,2012/08/08,15.39,NGC 6430,17:45:10.40,+18:08:26.8,Ia Pec
SN2011gm,2011/09/21,,NGC 644,"01:38:54.59,01:38:54.552","-42:35:08.8,-42:35:08.52",Ia
SN2018cmj,2018/06/13,17.1,NGC 644,"01:38:53.230,01:38:53.232","-42:35:22.51,-42:35:22.56",II
SN2014bm,2014/06/06,17.4,NGC 6456,17:42:32.16,+67:35:41.8,Ia
SN2005ao,2005/03/07,16.6,NGC 6462,"17:44:49.64,17:44:49.68","+61:54:28.1,+61:54:28.44",Ia
SN1992aa,1992/05/10,18,NGC 6464,"17:45:47.29,17:45:47.20,17:45:47.309,17:45:47.31","+60:53:38.9,+60:53:38.85,+60:53:39.01,+60:53:39.0,+60:53:38.8",II
SN2000ci,2000/05/12,18.1,NGC 6471,"17:44:13.21,17:44:13.210","+67:35:46.3,+67:35:46.28",
SN2011bd,2011/03/24,16,NGC 6473,17:47:06.32,"+57:18:04.7,+57:18:04.6",Ia
SN2009ay,2009/03/20,15.64,NGC 6479,17:48:22.97,+54:08:54.7,II
SN2007cl,2007/05/23,17.58,NGC 6479,17:48:21.19,+54:09:05.2,Ic
SN2004fv,2004/11/04,14.8,NGC 6492,"18:02:46.39,18:02:46.38","-66:25:53.4,-66:25:54.7",Ia
SN1998bp,1998/04/29,14.8,NGC 6495,"17:54:50.74,17:54:50.710","+18:19:50.5,+18:19:49.30",Ia
SN2009hs,2009/07/28,17.14,NGC 6521,17:55:50.93,+62:35:59.1,Ia
SN2019cnu,2019/03/30,17.09,NGC 6521,17:55:50.065,+62:36:46.09,Ia
SN2010hh,2010/09/01,17.2,NGC 6524,17:59:18.38,+45:52:32.2,Ia
SN2010ec,2010/06/05,17,NGC 655,01:41:55.93,-13:05:01.6,Ia
SN2008eb,2008/07/07,17.1,NGC 6574,18:11:52.17,+14:58:50.6,Ib
SN2002cu,2002/05/11,16.06,NGC 6575,"18:10:50.40,18:10:50.400","+31:06:32.3,+31:06:32.29",Ia
SN2002dk,2002/06/13,17.5,NGC 6616,"18:17:43.52,18:17:43.519","+22:14:53.4,+22:14:53.41",Ia
SN2012dz,2012/08/08,15.7,NGC 6619,"18:18:56.20,18:18:56.2",+23:39:37.0,Ia
SN2001dn,2001/08/14,15.5,NGC 662,"01:44:35.22,01:44:35.32,01:44:35.321","+37:41:49.7,+37:41:49.70",Ia
SN2019hsx,2019/06/02,18.62,NGC 6621,18:12:56.219,+68:21:45.21,Ic BL
SN2010hi,2010/09/01,17.9,NGC 6621,18:13:00.76,+68:21:53.4,
SN1998V,1998/03/10,15,NGC 6627,"18:22:37.40,18:22:37.399","+15:42:08.4,+15:42:08.39",Ia
SN2018evy,2018/08/11,17.03,NGC 6627,"18:22:38.170,18:22:38.16","+15:41:47.66,+15:41:47.76",II
SN2013bi,2013/03/24,15.6,NGC 6632,18:25:01.98,+27:31:53.7,II P
SN1989P,1989/09/03,16.5,NGC 6636,"18:22:01.81,18:22:01.70,18:22:01.800,18:22:01.80","+66:36:12.2,+66:36:12.38,+66:36:12.4",Ia
SN1996bw,1996/11/30,17.5,NGC 664,"01:43:44.51,01:43:44.510","+04:13:19.0,+04:13:18.98",II
SN1997W,1997/02/01,18,NGC 664,"01:43:44.48,01:43:44.479","+04:13:17.1,+04:13:17.11",II
SN1999eb,1999/10/02,16.2,NGC 664,"01:43:45.45,01:43:45.451,01:40:38.4","+04:13:25.9,+04:13:25.90,+03:45:00",II
SN2018hmk,2018/10/18,18.47,NGC 6640,"18:28:08.125,18:28:08.16","+34:18:15.74,+34:18:15.84",Ib
SN2008bo,2008/03/31,16.01,NGC 6643,"18:19:54.41,18:19:54.34","+74:34:21.0,+74:34:20.9",IIb
SN2008ij,2008/12/19,14.1,NGC 6643,18:19:51.81,+74:33:54.9,II
SN2014F,2014/01/11,16.7,NGC 6667,18:30:31.79,+67:59:29.7,II
SN2006bq,2006/04/23,16.29,NGC 6685,18:39:58.88,+39:58:56.8,Ia
SN2009eq,2009/05/11,17.39,NGC 6686,18:40:08.30,+40:07:36.5,Ia
SN2019eix,2019/05/01,15.21,NGC 6695,"18:42:42.889,18:42:42.96,18:42:42.90","+40:22:07.80,+40:22:08.04,+40:22:08.0",Ic
SN2002cw,2002/05/16,18.7,NGC 6700,"18:46:02.40,18:46:02.400","+32:17:03.2,+32:17:03.19",Ib
SN2002cs,2002/05/05,14.5,NGC 6702,"18:46:59.96,18:46:59.959","+45:42:19.7,+45:42:19.69",Ia
SN2011ce,2011/04/19,16.86,NGC 6708,"18:55:35.84,18:55:35.79","-53:43:29.1,-53:43:29.0",Ia-02cx
SN2004do,2004/08/04,15.1,NGC 6708,18:55:33.72,-53:43:22.8,Ia
SN2008fa,2008/08/20,16.8,NGC 6722,19:03:40.52,-64:53:21.1,Ia
SN1996bo,1996/10/18,15.46,NGC 673,"01:48:22.86,01:48:22.800,01:48:22.80","+11:31:15.1,+11:31:15.82,+11:31:15.8",Ia
SN2001fa,2001/10/18,14.1,NGC 673,"01:48:22.22,01:48:22.219","+11:31:34.4,+11:31:34.39",IIn
SN2005at,2005/03/05,14.3,NGC 6744,"19:09:53.57,19:09:53.62","-63:49:22.8,-63:49:24.1",Ic
SN1999bx,1999/04/26,15.7,NGC 6745,"19:01:41.44,19:01:41.39,19:01:41.441","+40:44:52.3,+40:44:52.0,+40:44:52.30",II
SN2019mhm,2019/08/02,16.6,NGC 6753,"19:11:24.060,19:11:24","-57:03:18.00,-57:03:18.72",II
SN2000cj,2000/05/14,14.6,NGC 6753,"19:11:27.49,19:11:27.66,19:11:27.660","-57:03:14.1,-57:03:19.4,-57:03:19.40",Ia
SN2005cb,2005/05/13,15.8,NGC 6753,19:11:21.95,-57:02:27.4,Ic
SN1998dq,1998/08/23,14.6,NGC 6754,"19:11:23.78,19:11:23.779","-50:38:25.5,-50:38:25.51",Ia
SN1998X,1998/03/13,17,NGC 6754,"19:11:23.19,19:11:23.200,19:11:23.2","-50:38:33.8,-50:38:34.00,-50:38:34.0",II
SN2000do,2000/09/30,15.2,NGC 6754,"19:11:26.19,19:11:26.191,19:11:26.33","-50:38:24.5,-50:38:24.50,-50:38:24.3",Ia
SN2005cu,2005/07/10,15.9,NGC 6754,19:11:24.51,-50:38:28.8,II
SN1997de,1997/08/27,17.5,NGC 6769,"19:18:20.82,19:18:20.820","-60:29:42.0,-60:29:42.00",Ia
SN2006ox,2006/11/26,15.3,NGC 6769,19:18:24.21,-60:30:09.9,
SN2004ed,2004/09/02,17,NGC 6786,19:10:53.62,+73:24:27.6,II
SN2012bv,2012/04/08,15.6,NGC 6796,"19:21:30.34,19:21:30.35,19:21:30.20","+61:08:10.8,+61:08:11.4,+61:08:10.1",II
SN2017ixv,2017/12/17,15.3,NGC 6796,"19:21:31.240,19:21:31.24",+61:08:51.76,Ic BL
SN2011df,2011/05/21,15.14,NGC 6801,"19:27:33.64,19:27:33.6","+54:23:11.3,+54:23:10.68",Ia
SN2015af,2015/08/09,18.4,NGC 6801,19:27:37.70,+54:22:34.0,II
SN2008fl,2008/09/07,16.2,NGC 6805,19:36:44.84,-37:33:04.5,Ia
SN2014cr,2014/06/27,17.8,NGC 6806,19:37:06.13,-42:17:50.5,Ia-02cx
SN2014bx,2014/07/20,15.8,NGC 6808,19:43:53.25,-70:37:52.0,Ia
SN2017glx,2017/09/03,14.4,NGC 6824,"19:43:40.290,19:43:40.30","+56:06:36.30,+56:06:36.2",Ia
SN2012V,2012/01/25,14.49,NGC 6829,19:47:10.32,+59:54:59.9,Ia
SN1962J,1962/08/28,13.39,NGC 6835,"19:54:30,19:54:30.900,19:54:30.9,19:54:30.22","-12:34.5,-12:34:28.00,-12:34:28.0,-12:34:27.6",Ia
SN2009it,2009/08/27,16.2,NGC 6841,19:57:48.68,-31:48:35.4,Ia
SN2008da,2008/06/07,17.3,NGC 6845A,20:00:57.41,-47:04:02.7,II
SN1984K,1984/08/02,16,NGC 6850,"20:03:30,20:03:30.900,20:03:30.9,20:03:30.42","-54:50.3,-54:50:16.00,-54:50:16.0,-54:50:06.2",
SN2018enj,2018/08/02,16.7,NGC 6851B,"20:05:41.060,20:05:41.04","-47:58:41.30,-47:58:41.16",Ia
SN2005dn,2005/08/27,15,NGC 6861F,20:11:11.73,-48:16:35.5,II
SN2010co,2010/05/06,16.1,NGC 6862,20:08:54.92,-56:23:40.8,II
SN2007rv,2007/11/07,15.4,NGC 689,"01:49:52.86,01:49:52.88","-27:28:04.1,-27:28:02.6",Ia
SN2004da,2004/07/06,15.2,NGC 6901,20:22:21.24,+06:25:50.3,Ia
SN2008fq,2008/09/15,13.89,NGC 6907,20:25:06.19,-24:48:27.6,II
SN2004bv,2004/05/24,13.95,NGC 6907,20:25:06.34,-24:48:53.7,Ia
SN2014eh,2014/11/03,15.8,NGC 6907,"20:25:03.86,20:25:03.85","-24:49:13.3,-24:49:13.6",Ic
SN1984V,1984/05/29,15,NGC 6907,"20:25:03,20:25:03.000,20:25:03.0,20:25:02.98","-24:48.8,-24:48:50.00,-24:48:50.0,-24:48:53.9",
SN2005W,2005/02/01,14.15,NGC 691,"01:50:45.75,01:50:45.77","+21:45:35.6,+21:45:35.28,+21:45:35.4",Ia
SN2009dp,2009/04/23,17.58,NGC 6912,20:26:52.69,-18:37:04.2,Ic
SN2002cd,2002/04/08,15.64,NGC 6916,"20:23:34.42,20:23:34.421","+58:20:47.4,+58:20:47.40",Ia
SN2007st,2007/12/22,15,NGC 692,01:48:42.47,-48:38:57.8,Ia
SN2010aa,2010/02/09,15.7,NGC 692,01:48:43.21,-48:39:00.7,Ia
SN2010il,2010/09/29,18,NGC 6922,20:29:53.12,-02:11:24.7,Ib/c
SN2011ei,2011/07/25,16.58,NGC 6925,"20:34:22.62,20:34:22.56","-31:58:23.6,-31:58:23.52",IIb
SN2004eo,2004/09/17,15.14,NGC 6928,"20:32:54.19,20:32:54.24","+09:55:42.7,+09:55:42.71",Ia
SN2003gt,2003/07/29,15.07,NGC 6930,20:32:59.12,+09:52:19.3,Ia
SN2006ms,2006/11/06,17.3,NGC 6935,20:38:20.52,-52:06:55.9,II
SN2014bu,2014/06/17,15.5,NGC 694,01:50:58.45,+21:59:59.8,II P
SN2016fej,2016/08/22,14.15,NGC 6942,"20:40:39.870,20:40:39.84","-54:18:36.24,-54:18:38.16,-54:18:38.88",Ia
SN1998ew,1998/11/23,14,NGC 6943,"20:44:32.1,20:44:32.100,20:44:32.10","-68:43:37,-68:43:36.98,-68:43:37.0",II
SN2005av,2005/03/24,15.4,NGC 6943,20:44:37.58,-68:45:10.6,II
SN2007ct,2007/06/28,17.18,NGC 6944A,"20:38:11.25,20:38:11.15",+06:53:52.4,II
SN2004et,2004/09/22,10.32,NGC 6946,"20:35:25.33,20:35:25.360","+60:07:17.7,+60:07:17.74",II
SN2017eaw,2017/05/14,12.14,NGC 6946,"20:34:44.238,20:34:44.16","+60:11:36.00,+60:11:35.88",II P
SN2008S,2008/02/01,14.95,NGC 6946,20:34:45.35,+60:05:57.8,IIn-pec/LBV
SN1980K,1980/10/28,11.05,NGC 6946,"20:35:30.07,20:35:30.070","+60:06:23.7,+60:06:23.75,+60:06:23.80,+60:06:23.8",II
SN2002hh,2002/10/31,13.56,NGC 6946,20:34:44.29,+60:07:19.0,II
SN1948B,1948/07/06,14.88,NGC 6946,"20:35:21.5,20:35:21.500,20:35:22.49","+60:10:16,+60:10:17.00,+60:10:17.0,+60:10:13.6",II
SN1939C,1939/07/17,13.1,NGC 6946,"20:34:24.06,20:34:23.000,20:34:23.0,20:34:23.95","+60:09:29.9,+60:09:37.00,+60:09:37.0,+60:09:37.6",I
SN1917A,1917/07/19,14.6,NGC 6946,"20:34:46.9,20:34:46.900,20:34:46.90","+60:07:29,+60:07:30.00,+60:07:30.0,+60:07:29.0",II
SN1968D,1968/02/29,13.5,NGC 6946,"20:34:58.40,20:34:58.32,20:34:58.409,20:34:58.41,20:34:58.33","+60:09:34.4,+60:09:34.52,+60:09:34.42,+60:09:34.6",II
SN1969P,1969/12/11,13.9,NGC 6946,"20:34:51.3,20:34:51.300,20:34:52.08","+60:06:14,+60:06:15.00,+60:06:15.0,+60:06:13.6",
SN2004fu,2004/11/04,15.56,NGC 6949,"20:35:11.54,20:35:11.62","+64:48:25.7,+64:48:26.5",Ia
SN2000E,2000/01/26,13.42,NGC 6951,"20:37:13.77,20:37:13.769","+66:05:50.2,+66:05:50.21",Ia
SN1999el,1999/10/20,12.68,NGC 6951,"20:37:18.03,20:37:17.72,20:37:17.719","+66:06:11.9,+66:06:11.5,+66:06:11.48",IIn
SN2015G,2015/03/23,15.5,NGC 6951,20:37:25.58,+66:07:11.5,Ibn
SN2013fa,2013/08/25,15.48,NGC 6956,20:43:53.57,+12:30:51.7,Ia
SN2006it,2006/10/01,17.5,NGC 6956,20:43:51.38,+12:30:30.9,II
SN2002ha,2002/10/21,14.5,NGC 6962,"20:47:18.58,20:47:18.48","+00:18:45.6,+00:18:45.7",Ia
SN2003dt,2003/04/22,17.5,NGC 6962,"20:47:17.56,20:47:17.52,20:47:17.568","+00:18:42.8,+00:18:42.89",Ia
SN2012ga,2012/04/22,17.8,NGC 6976,20:52:25.10,-05:46:15.6,II
SN2013ek,2013/07/24,15.9,NGC 6984,20:57:53.90,-51:52:24.5,Ib
SN2012im,2012/07/25,17.3,NGC 6984,"20:57:53.92,20:57:53.9,20:57:54","-51:52:24.8,-51:52:25,-51:52:24.96",Ic
SN2002el,2002/08/12,16.31,NGC 6986,"20:56:30.09,20:56:30.091","-18:33:34.3,-18:33:34.31",Ia
SN2011dk,2011/05/12,16.5,NGC 7003,"21:00:42.28,21:00:42.20","+17:48:22.5,+17:48:22.0",II
SN2004fc,2004/10/21,15.4,NGC 701,"01:51:03.85,01:51:03.84","-09:42:06.9,-09:42:06.84",II
SN2003gj,2003/06/30,17.6,NGC 7017,"21:07:19.18,21:07:19.188","-25:29:23.6,-25:29:23.69",Ia
SN2016cyt,2016/07/02,16.58,NGC 7033,"21:09:35.830,21:09:35.84","+15:07:31.80,+15:07:31.6",Ia
SN2010dx,2010/06/08,17.4,NGC 7038,21:15:11.09,-47:13:34.3,II
SN2018hsa,2018/11/01,16.4,NGC 7038,21:15:01.030,-47:12:37.40,Ia
SN1983L,1983/06/14,17.1,NGC 7038,"21:15:05.56,21:15:10.12,21:15:05.500,21:15:05.5","-47:13:44.9,-47:13:37.9,-47:13:45.00,-47:13:45.0",Ia
SN2013fw,2013/10/21,14.94,NGC 7042,21:13:44.81,+13:34:33.5,Ia-HV
SN2002dq,2002/06/18,17,NGC 7051,"21:19:49.95,21:19:49.949","-08:46:39.8,-08:46:39.79",II
SN2003ep,2003/05/17,15.7,NGC 7053,"21:21:07.34,21:21:07.348","+23:05:05.8,+23:05:05.89",Ia
SNhunt380,2018/05/22,20,NGC 7056,"21:22:08.450,21:22:08.4",+18:40:14.88,
SN2001ed,2001/09/02,14.5,NGC 706,"01:51:51.08,01:51:51.079","+06:17:27.4,+06:17:27.38",Ia
SN2013ei,2013/06/26,15.6,NGC 7068,21:26:31.93,+12:10:49.4,Ia
SN1998ey,1998/12/05,16.8,NGC 7080,"21:30:00.67,21:30:00.559","+26:43:21.4,+26:43:24.20",Ic
SN2009hm,2009/07/17,14.7,NGC 7083,"21:35:44.32,21:35:44.44","-63:54:23.2,-63:54:23.6",Ib
SN2019qar,2019/09/12,17.5,NGC 7083,21:35:46.010,-63:54:16.03,Ib Pec
SN1983Y,1983/04/14,18,NGC 7083,"21:35:54,21:35:54.300,21:35:54.3,21:35:53.24","-63:54.4,-63:54:26.00,-63:54:26.0,-63:54:20.0",
SN2002eo,2002/08/20,17.47,NGC 710,"01:52:55.18,01:52:55.181","+36:03:22.2,+36:03:22.21",II
SN2018enb,2018/08/02,16.7,NGC 7101,"21:39:34.570,21:39:34.56","+08:52:47.30,+08:52:48.5",Ia
SN2003iw,2003/10/17,17.1,NGC 7102,21:39:43.03,+06:17:03.0,II
SN2005dc,2005/07/26,15.6,NGC 7107,21:42:22.66,-44:47:21.2,Ia
SN2004by,2004/05/24,18.9,NGC 7116,21:42:41.88,+28:56:50.6,II
SN2014at,2014/04/20,15.93,NGC 7119B,21:46:14.82,-46:31:21.1,Ia
SN2012du,2012/06/30,14.5,NGC 7125,21:49:16.32,-60:42:42.6,II
SN2010bt,2010/04/17,15.4,NGC 7130,21:48:20.22,-34:57:16.5,II
SN2017hgz,2017/10/10,15.07,NGC 7130,"21:48:20.114,21:48:20.16","-34:57:10.40,-34:57:10.44",Ia
SN1998co,1998/06/21,15.61,NGC 7131,"21:47:36.24,21:47:36.451","-13:10:52.3,-13:10:42.31",Ia
SN2017fqo,2017/07/23,18.33,NGC 716,"01:53:01.510,1:53:01.5178,01:53:01.512","+12:42:46.04,+12:42:46.2852,+12:42:46.08",II
SN1960L,1960/08/14,16,NGC 7177,"22:00:41.62,22:00:41.63,22:00:41.621","+17:43:20.1,+17:43:19.9,+17:43:20.10",
SN1976E,1976/09/23,16.5,NGC 7177,"22:00:40,22:00:40.600,22:00:40.6,22:00:40.77","+17:44.1,+17:44:08.00,+17:44:08.0,+17:44:04.0",
SN2013gh,2013/08/08,13.75,NGC 7183,"22:02:21.84,22:02:21.85","-18:55:00.4,-18:55:00.8",Ia
SN1984N,1984/07/20,14,NGC 7184,"22:02:44.7,22:02:44.741,22:02:44.74,22:02:44.70","-20:47:53,-20:47:52.80,-20:47:52.8,-20:47:53.0",Pec
SN2017gah,2017/08/10,15.6,NGC 7187,"22:02:42.430,22:02:42.48","-32:47:33.50,-32:47:33.36",Ia
SN2011kh,2011/06/07,18.5,NGC 7189,"22:03:15.00,22:03:15.1,22:03:15.14,22:03:15.12","+00:34:24.9,+00:34:25,+00:34:25.3",II
SN2008dr,2008/06/28,16.7,NGC 7222,"22:10:51.67,22:10:51.664","+02:06:29.6,+02:06:29.34",Ia
SN2018gro,2018/09/20,18.4,NGC 7228,22:11:49.200,+38:42:01.50,Ia-91bg
SN2019krv,2019/07/07,16.4,NGC 7236,22:14:43.884,+13:51:53.11,Ia
SN2001ib,2001/12/07,15.2,NGC 7242,"22:15:38.72,22:15:38.43,22:15:38.719","+37:17:56.0,+37:17:56.00",Ia
SN2009hy,2009/08/02,18.2,NGC 7244,22:16:27.02,+16:28:13.0,Ic
SN2013dy,2013/07/10,12.8,NGC 7250,22:18:17.60,+40:34:09.6,Ia
SN2009ip,2012/07/24,12.01,NGC 7259,"22:23:08.3,22:23:08.26","-28:56:52,-28:56:52.4",IIn
SN2001cl,2001/06/04,17.2,NGC 7260,"22:22:37.52,22:22:37.519","-04:07:30.8,-04:07:30.79",II
SNhunt385,2018/06/19,20.3,NGC 7269,"22:25:47.880,22:25:48",-13:09:56.52,
SN2013hq,2013/12/13,16.4,NGC 7276,22:24:13.21,+36:05:00.8,Ia
SN2000el,2000/11/21,15.25,NGC 7290,"22:28:26.62,22:28:26.621","+17:08:51.2,+17:08:51.22",II
SN1964H,1964/06/14,14.8,NGC 7292,"22:28:24.06,22:28:24.060","+30:17:23.6,+30:17:23.3,+30:17:23.50,+30:17:23.5",II
SN2012gc,2012/11/05,17.4,NGC 7298,22:30:50.42,-14:11:16.3,II
SN1996ca,1996/12/15,16.5,NGC 7300,"22:30:59.26,22:30:59.261","-13:59:50.9,-13:59:50.89",Ia
SN2015au,2015/11/10,17.7,NGC 7300,22:30:59.42,-13:59:56.1,IIb
SN2005kc,2005/11/09,15.45,NGC 7311,"22:34:07.34,22:34:7.44","+05:34:06.3,+05:34:06.31",Ia
SN2019dts,2019/04/20,16.63,NGC 7311,"22:34:06.162,22:34:06.24","+05:34:16.82,+05:34:16.824",II
SN2007B,2007/01/05,16.2,NGC 7315,22:35:31.10,+34:48:06.6,Ia
SN2016hvu,2016/11/06,17.53,NGC 7316,"22:35:55.560,22:35:55.5576,22:35:55.44","+20:19:12.58,+20:19:12.792,+20:19:12.72",II P
SN2006cx,2006/06/08,17.4,NGC 7316,22:35:56.45,+20:19:17.1,II
SN1971P,1971/08/19,16.8,NGC 7319,"22:36:05,22:36:05.800,22:36:05.8,22:36:05.81","+33:58.3,+33:58:16.00,+33:58:16.0,+33:58:13.2",I
SN2017fpt,2017/07/20,18.88,NGC 732,"01:56:27.751,01:56:27.744","+36:48:00.22,+36:48:00.36",Ia
SN2008gj,2008/10/19,17.8,NGC 7321,22:36:28.57,+21:37:55.3,Ic
SN2013di,2013/06/12,16.7,NGC 7321,"22:36:27.46,22:36:27.5,22:36:27.36","+21:36:54.3,+21:36:54,+21:36:54.36",Ia
SN2006bh,2006/04/02,14.38,NGC 7329,"22:40:16.10,22:40:16.08","-66:29:06.3,-66:29:06.36",Ia
SN2009iu,2009/09/01,14.75,NGC 7329,22:40:10.35,-66:28:06.4,Ib
SN2013bu,2013/04/21,14.69,NGC 7331,22:37:02.17,+34:24:05.2,II
SN1959D,1959/06/28,13.31,NGC 7331,"22:37:01.82,22:37:01.77,22:37:01.819","+34:25:08.5,+34:25:08.06,+34:25:08.40,+34:25:08.4",II
SN2014C,2014/01/05,10.93,NGC 7331,22:37:05.60,+34:24:31.9,Ib
SN2016dyn,2016/05/06,17.82,NGC 7339,"22:37:45.42,22:37:45.36,22:37:45.43","+23:47:13.9,+23:47:13.92,+23:47:14.1",Ic
SN1989L,1989/05/04,16,NGC 7339,"22:37:49.71,22:37:49.74,22:37:49.400,22:37:49.4","+23:47:15.7,+23:47:12.7,+23:47:08.00,+23:47:08.0",II
SN2010ii,2010/09/30,16.34,NGC 7342,22:38:13.18,+35:29:30.0,Ia
SN1974J,1974/10/09,15.5,NGC 7343,"22:38:37,22:38:37.800,22:38:37.8,22:38:38.71","+34:03.8,+34:03:51.00,+34:03:51.0,+34:04:00.1",Ia
SN2000dj,2000/09/08,16.6,NGC 735,"01:56:40.63,01:56:40.630","+34:10:12.4,+34:10:12.40",II
SN2006ei,2006/08/21,16.3,NGC 735,01:56:37.15,+34:10:37.4,Ic
SN1972L,1972/09/03,15,NGC 735,"01:56:39,01:56:40.600,01:56:40.6,01:56:40.23","+34:09.3,+34:10:14.00,+34:10:14.0,+34:10:16.1",
SN2011im,2011/11/26,15.57,NGC 7364,"22:44:25.22,22:44:25.2,22:44:25.21","-00:10:02.0,-00:10:01.992",Ia
SN2009fk,2009/05/29,18.5,NGC 7364,22:44:23.90,-00:09:42.0,Ia
SN2013dt,2013/06/30,15.7,NGC 7367,"22:44:35.60,22:44:35.6",+03:38:38.0,Ia
SN2009hj,2009/06/26,17.98,NGC 7372,"22:45:46.08,22:45:46.050,22:45:46.03","+11:07:58.3,+11:07:55.01,+11:07:54.84,+11:07:54.8",II
SN2010if,2010/09/26,17.8,NGC 7372,22:45:45.20,+11:07:53.6,Ib
SN2004db,2004/06/28,17.7,NGC 7377,22:47:55.88,-22:19:40.5,Ia
SN2005er,2005/09/29,18.4,NGC 7385,22:50:00.84,+11:37:05.7,Ia Pec
SN2016brx,2016/04/19,16.1,NGC 7391,"22:50:34.03,22:50:34.08","-01:32:32.5,-01:32:32.28",Ia-91bg
SN2002ge,2002/10/07,14.1,NGC 7400,22:54:21.49,-45:20:26.9,Ia
SN2003gq,2003/07/24,17.22,NGC 7407,"22:53:20.68,22:53:20.638","+32:07:57.6,+32:07:57.69",Ia-02cx
SN2009bu,2009/03/25,16.4,NGC 7408,22:56:01.40,-63:41:39.6,II
SN2007bn,2007/04/18,17,NGC 7408,22:55:52.81,-63:41:31.6,
SN2014ba,2014/05/07,14.7,NGC 7410,22:55:01.97,-39:39:34.5,Ia-91bg
SN1983Z,1983/09/03,15.5,NGC 7418,"22:56:34,22:56:34.900,22:56:34.9,22:56:35.23","-37:02.5,-37:02:31.00,-37:02:31.0,-37:02:40.4",
SN2007oc,2007/11/03,13.3,NGC 7418A,22:56:41.77,-36:46:22.3,II P
SN1983M,1983/06/09,16,NGC 7418A,"22:56:48.03,22:56:48.00,22:56:48.050,22:56:48.05","-36:45:41.1,-36:45:41.69,-36:45:41.62,-36:45:41.6,-36:45:41.7",
SN2008du,2008/06/30,18.3,NGC 7422,22:56:11.84,+03:55:35.4,Ic
SN2001ig,2001/12/10,12.3,NGC 7424,"22:57:30.69,22:57:30.689","-41:02:25.9,-41:02:25.91",IIb
SN2017bzb,2017/03/07,13.08,NGC 7424,"22:57:17.300,22:57:17.28","-41:00:57.60,-41:00:57.6",II
SN1997dt,1997/11/22,14.64,NGC 7448,"23:00:02.97,23:00:02.93,23:00:02.930","+15:58:50.5,+15:58:50.9,+15:58:50.92",Ia
SN1980L,1980/10/08,13.5,NGC 7448,"23:00:01,23:00:01.600,23:00:01.6,23:00:01.81","+15:59.0,+15:58:59.00,+15:58:59.0,+15:58:52.3",
